ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm)
444,2.1679,3.026,6.8611,1.9414,0.2768,3.57
445,4.1576,2.342,4.6797,0.7943,0.8344,18.287
446,4.7626,1.7697,19.9762,1.9706,0.9391,15.2706
447,4.937,2.3923,13.5842,0.2962,3.1999,10.9114
448,3.8902,1.6259,8.4106,0.4039,2.8797,3.7383
449,2.1932,2.2468,1.9752,1.3491,4.0104,17.3783
450,0.8758,1.8587,12.1741,0.1421,2.3756,1.8382
451,3.9972,2.8744,13.0132,0.1355,2.4268,2.7458
452,3.0128,1.2658,16.4199,1.6048,0.8916,14.1144
453,2.409,4.9444,6.1272,0.4188,3.7392,5.4503
454,4.5786,2.5543,19.6378,1.8457,0.1179,9.4567
455,1.0004,1.0514,9.0696,0.9092,2.182,11.0087
456,2.7168,2.4376,6.2709,1.7599,1.0228,9.4356
457,0.5511,4.3454,7.2948,0.8938,3.8779,2.1359
458,2.609,0.2069,10.6319,1.1074,3.3996,14.8808
459,0.7534,3.4298,18.7657,0.7014,3.5632,5.1798
460,1.0347,2.785,14.8356,1.3503,0.828,14.9014
461,1.0289,0.9308,11.7536,0.7046,3.3772,17.3732
462,3.4214,4.1056,3.6748,0.524,3.4854,10.9593
463,3.8572,1.9075,3.4124,0.254,0.1129,14.2743
464,3.1252,1.5396,10.2928,0.2096,1.6562,1.2203
465,4.8298,4.1578,14.7098,0.6814,0.5277,1.2166
466,2.1869,3.2288,15.1447,1.4993,3.4388,4.3447
467,1.7857,4.5015,4.9053,0.4907,1.1393,7.4885
468,4.4087,3.1864,2.4519,0.6685,1.3968,4.0643
469,1.5062,3.73,7.997,1.8198,0.4838,12.8817
470,4.8345,4.1986,18.4044,1.3144,2.4707,5.8993
471,0.5547,0.3682,11.1347,1.8475,0.2619,16.9921
472,4.8645,3.9026,6.7419,1.8313,4.2434,11.4318
473,0.6942,3.1072,6.8109,0.2205,0.2292,7.8726
474,4.5101,0.4406,3.0757,1.9145,0.402,17.915
475,2.8747,2.592,9.7279,0.1972,3.238,16.6531
476,4.9683,0.504,15.9316,1.8587,4.593,16.4907
477,0.8321,3.7061,19.3869,1.1388,4.4714,14.7028
478,2.9923,2.7779,10.2811,1.1131,0.5098,12.4772
479,4.8619,4.7725,3.7607,1.4552,1.5134,7.6531
480,2.8539,0.9974,13.8175,1.7705,2.6531,8.7407
481,3.3323,3.0696,15.2574,1.2723,0.2305,13.1189
482,3.6309,1.1368,1.8981,0.9083,2.6903,3.871
483,2.5454,3.1089,17.0777,0.3126,2.2941,16.6424
484,3.324,3.641,16.6718,1.5995,2.9832,18.8041
485,3.1294,3.6393,9.7146,0.3438,4.6095,2.4108
486,4.5552,4.0939,11.4282,1.4801,1.4456,0.9379
487,0.7045,4.2824,14.4115,1.1031,3.2316,3.2827
488,1.7643,0.4786,13.6966,0.8331,2.2062,15.3181
489,4.7769,1.782,0.8225,1.2647,2.2321,2.6026
490,4.5062,3.4669,2.8875,1.5675,3.2716,7.7589
491,2.5505,2.5431,3.6705,1.8882,4.7615,1.7309
492,3.2906,1.0343,15.2357,0.6029,4.3289,8.9349
493,1.7482,2.8083,9.0816,1.8995,3.2337,12.2753
494,1.3465,2.0964,11.1373,1.9258,2.3615,12.7559
495,2.5866,2.0112,15.5674,1.6459,2.1776,10.6188
496,2.0901,4.0678,7.1492,1.7747,3.957,18.7931
497,3.1265,2.0972,15.1034,1.4156,1.1693,10.8572
498,0.8498,0.2296,9.1248,0.1743,2.9796,17.2551
499,4.8848,0.3845,7.855,1.1926,2.5743,19.864
500,4.9379,4.2956,6.9942,1.5197,3.2818,4.98
501,3.6417,4.8069,19.3164,1.8892,1.0184,5.6779
502,2.9124,3.4732,15.5535,1.1839,3.5092,10.6765
503,1.8929,1.8854,0.8938,1.609,3.1723,4.0564
504,4.1621,4.6991,19.1696,1.4396,0.9827,11.5004
505,3.5813,3.3477,15.6211,0.6335,2.3031,13.8456
506,1.2318,4.2372,3.4089,0.394,3.4252,1.6778
507,4.5992,3.8527,1.9886,1.5267,4.5179,13.7872
508,4.2014,1.9578,6.5098,0.5442,0.6983,3.6096
509,4.7741,2.4456,12.6715,0.5649,0.1428,6.3367
510,3.7657,1.012,12.5227,1.3235,0.9093,14.9068
511,3.2604,1.5309,5.8791,1.5992,4.9474,3.69
512,2.3821,3.9128,9.1907,1.2064,3.865,10.8678
513,4.6973,4.4805,4.6319,1.7815,3.1104,11.9889
514,4.3973,3.6499,1.4863,0.5017,0.7518,3.705
515,0.7035,2.3794,10.5809,0.5796,2.1386,5.8582
516,0.6187,0.5239,7.2663,1.3102,3.6047,12.326
517,2.1941,0.379,11.0862,1.6758,4.4898,9.4934
518,4.1475,1.9342,18.9569,1.1248,1.9709,13.3696
519,4.9427,2.3727,3.2957,0.1197,4.9985,17.167
520,1.1769,3.0847,0.5383,1.3862,0.7847,3.1332
521,3.1736,0.1318,1.9991,1.6458,1.996,1.8773
522,2.214,4.9496,9.5228,0.6254,4.3894,13.5012
523,4.8646,1.8833,14.2852,0.203,3.2846,15.5276
524,4.2895,4.2557,11.8249,1.0841,4.0735,9.2615
525,4.2725,2.7213,10.1504,0.1801,4.5482,8.1812
526,2.6091,0.7392,7.4023,0.8904,2.5859,12.1371
527,2.3667,4.0081,6.5445,0.1339,1.2503,11.2534
528,1.7303,3.5782,7.8376,0.5274,3.4992,10.0583
529,0.7537,2.6844,12.4269,0.8388,2.8611,16.4648
530,4.3913,2.6213,3.7712,0.3122,3.886,3.8833
531,4.1581,0.5287,15.5416,0.3169,2.6074,13.7836
532,4.9987,3.3137,11.7174,1.6714,4.0744,14.9561
533,4.9849,4.5651,5.7485,0.1787,4.5199,18.0754
534,2.9994,0.5569,10.2725,1.409,3.773,18.9295
535,3.9604,1.3912,19.2742,1.6475,3.7439,10.4034
536,4.7514,4.5213,0.8996,0.3484,2.9772,8.956
537,4.3234,1.4933,4.3907,0.4712,2.411,10.3262
538,1.6131,3.3043,9.2434,1.3188,4.8657,14.7853
539,2.5274,2.7206,12.9496,0.6997,3.2611,0.8348
540,1.0812,3.022,4.6385,1.0052,4.2177,3.8958
541,4.7932,2.1374,18.6624,1.6884,2.5765,18.1995
542,3.2278,1.57,13.0302,0.3622,2.8188,4.311
543,1.5289,0.3378,17.6099,1.2773,3.3482,4.9554
544,3.5227,3.747,6.9217,1.8906,3.6699,18.8196
545,3.2816,3.7559,16.6646,0.2092,2.2969,6.2385
546,2.1117,3.3866,7.8753,0.214,1.8459,6.1636
547,1.011,3.2538,5.4287,1.154,1.2732,18.5123
548,3.5221,1.2942,18.2773,1.9241,2.1759,7.8141
549,2.8414,0.2095,2.2983,0.5189,1.1351,10.1319
550,3.9754,4.0627,18.8863,0.7285,2.1421,11.4279
551,2.8407,2.5066,9.441,0.2874,4.3858,17.4315
552,4.3348,1.6035,19.8562,0.7883,4.8876,2.0126
553,2.9836,0.5995,11.0221,0.1842,2.9278,5.5867
554,3.0242,0.4073,15.271,0.8393,0.8154,11.9467
555,4.4449,1.8094,0.6379,1.1554,2.195,8.9749
556,2.3157,4.0432,10.185,1.9525,3.0502,5.9265
557,1.1031,4.6017,14.8803,1.6549,1.9168,8.488
558,0.6295,4.4941,15.7651,1.6619,1.1053,19.3417
559,3.8981,4.608,3.5819,0.5335,1.2114,0.9101
560,3.2914,4.5479,8.6699,0.2657,2.4223,3.366
561,3.6684,2.6834,8.6719,1.2458,1.1605,0.8638
562,1.4583,1.1751,2.521,1.0902,1.3227,12.0712
563,1.1137,4.0104,9.1394,1.0814,4.3781,0.7523
564,0.5655,1.1472,16.2383,0.3071,3.9174,9.3533
565,2.0776,1.4093,6.3535,1.0384,0.371,17.2543
566,3.1546,1.2429,8.9352,0.3857,1.6689,2.3955
567,2.2651,2.6234,19.2387,0.902,2.7065,7.6209
568,2.4686,1.677,1.1183,0.2181,0.397,7.871
569,4.5687,0.8554,12.0347,1.7281,3.4475,7.564
570,2.0671,2.3205,14.997,0.125,1.9838,14.6855
571,2.813,4.3821,15.3372,1.8847,2.0462,0.586
572,4.0264,2.8957,14.4608,1.7395,1.4001,15.7093
573,2.2844,4.4038,14.6658,1.53,1.7363,16.8613
574,3.2994,1.0598,1.6507,1.9668,4.3223,8.9135
575,4.3806,0.9182,10.9157,0.2023,3.9642,17.7996
576,4.7728,2.9203,15.7679,1.319,4.6853,7.9303
577,1.1618,2.3703,2.3343,1.7137,3.5251,14.0471
578,4.6696,3.3348,0.735,0.3406,2.9316,8.0821
579,2.7145,3.9937,16.384,1.2111,1.3704,1.2379
580,1.6621,3.7814,14.3897,0.8485,3.3676,2.1268
581,2.5661,4.7171,8.538,0.9281,4.5402,9.12
582,4.9101,2.0515,18.8377,1.8338,0.4389,19.8069
583,2.7168,1.1113,15.4487,1.1234,2.271,3.9624
584,1.9794,2.7995,19.3733,0.2772,0.8319,17.9638
585,3.3503,0.6426,18.6216,1.8807,4.072,18.4282
586,1.5807,1.5154,9.8852,0.4519,3.1091,8.4882
587,0.8414,1.1187,15.2168,1.796,4.4103,9.5056
588,1.08,2.0432,13.5492,1.9447,0.4092,10.305
589,1.0762,0.645,16.3232,1.7679,4.5381,15.5229
590,1.1836,0.256,15.8599,1.3866,0.4293,2.9126
591,1.1247,3.3183,3.488,1.5127,1.5093,6.9084
592,3.3839,3.0902,5.0578,1.4297,0.8652,3.8287
593,1.3185,3.571,5.6818,0.975,0.8124,17.6291
594,2.0555,3.3359,16.4607,0.6214,0.9412,1.8751
595,4.5355,0.66,16.3095,0.6415,2.4531,15.0802
596,2.6328,1.5263,10.159,1.4892,3.9434,9.075
597,3.504,0.7347,11.8262,1.2895,4.5016,14.4348
598,1.2754,4.2306,16.625,1.2113,2.8777,17.853
599,1.3653,3.7598,6.5956,1.34,0.873,7.1234
600,0.6839,1.0875,1.4785,1.5721,0.488,4.9265
601,1.2602,1.7724,9.9106,1.5218,2.5212,13.1793
602,1.7537,4.8364,18.3175,0.3003,3.8504,19.9518
603,1.2965,3.0114,15.9141,0.7898,3.1388,14.7254
604,0.8992,4.0257,7.649,0.6015,2.9556,16.0146
605,1.0429,1.3965,1.763,1.1227,0.336,12.7822
606,2.5735,1.1293,12.9199,0.2167,2.1166,7.6796
607,1.4285,3.9412,16.7726,1.5487,2.7969,13.2656
608,2.1392,3.4608,13.4665,0.3024,3.0316,3.0067
609,2.7654,3.4368,8.789,0.6157,0.1236,10.032
610,3.6068,2.8079,2.9054,1.5872,1.0778,11.6746
611,0.6769,2.8615,18.2601,0.198,4.754,18.1816
612,4.0973,3.7049,5.8812,1.3544,2.5924,18.4345
613,3.3256,1.423,4.8736,1.8565,3.5478,1.6724
614,0.8679,1.8286,16.4115,1.2735,1.6101,12.8217
615,4.4311,4.371,19.6338,1.454,2.9683,16.0296
616,4.6439,1.6134,13.3731,1.6053,1.8467,10.9607
617,0.7749,2.7769,12.6838,0.5223,1.5551,2.3656
618,1.7459,3.5429,6.7289,1.2038,2.1159,5.0382
619,4.1279,4.9996,0.8981,0.6872,2.3532,6.6161
620,3.8672,2.2329,4.2401,0.574,1.7226,13.4246
621,1.3303,2.1977,11.8964,0.4657,1.3641,1.7788
622,1.4421,4.2287,3.4507,1.2123,3.1567,11.2176
623,2.1671,4.047,17.7348,1.6096,1.9656,2.6242
624,2.6804,3.6823,4.1688,1.7642,1.0889,8.2048
625,3.2821,2.3698,10.681,0.9143,3.816,8.7983
626,2.1601,1.6873,10.4843,0.8085,3.6463,9.3108
627,2.5814,3.0828,12.2769,1.4059,4.4454,14.362
628,3.8636,4.3935,6.885,1.5827,2.8196,2.0833
629,0.6651,4.4305,17.5339,0.5813,1.4692,5.7307
630,1.636,0.6316,9.1639,0.6649,4.3322,13.002
631,3.7101,2.1989,14.153,1.1134,1.4735,18.8995
632,4.5284,2.3771,12.9003,0.9443,3.3124,12.6056
633,2.8025,4.8903,2.7845,1.441,1.0329,17.7256
634,2.8945,3.4222,12.6415,1.0585,3.183,19.3839
635,0.9823,2.0955,11.2387,0.312,4.2202,17.7361
636,2.5134,0.2277,18.0228,0.4153,2.7457,19.458
637,2.8968,2.8704,17.6771,1.8136,2.4073,15.6523
638,1.5911,0.5708,3.4436,0.5321,4.968,17.7995
639,1.7116,4.1888,2.0929,0.1952,0.21,10.0833
640,2.1978,3.7873,6.2445,1.4898,1.7255,7.2361
641,0.5903,2.3565,19.739,1.3996,4.6011,19.9944
642,1.9494,2.2031,0.9207,1.2401,3.2489,2.4063
643,1.4515,4.497,13.6214,1.0543,2.7563,19.1849
644,1.9737,1.5134,12.366,1.9422,3.2247,8.902
645,1.0389,1.3202,13.1083,0.3277,1.6775,0.9365
646,4.5074,4.7021,4.7566,1.0693,0.4487,16.1588
647,3.1712,4.0653,4.921,1.1717,1.4482,9.1622
648,3.556,4.1211,8.8975,0.1427,1.7488,16.0744
649,4.0513,1.0564,2.3692,0.8828,2.4513,1.3739
650,2.743,0.8022,1.955,1.5873,2.0301,19.4959
651,0.8911,0.2275,2.223,0.9951,2.6529,13.5852
652,2.917,1.2615,11.6731,1.763,1.0608,1.4359
653,3.1408,3.8935,8.256,1.3251,1.0018,0.5906
654,3.8545,1.2762,6.2255,1.5556,1.8234,12.083
655,2.4425,3.6726,6.6585,1.6285,2.4212,19.5417
656,1.0741,1.3344,4.542,1.4101,1.7745,10.718
657,1.777,2.0369,8.5244,1.5238,2.9252,7.4009
658,2.1339,4.9175,4.4596,1.4211,1.619,18.8091
659,3.4066,1.2996,14.1119,1.1459,0.9681,19.6871
660,3.0685,1.9442,2.9167,1.1764,4.3279,15.7975
661,2.1024,1.5753,18.9907,0.4608,1.083,14.4993
662,4.9393,0.6372,2.2515,1.6721,4.8365,0.5402
663,3.226,2.5005,18.8975,0.6931,4.9383,6.6168
664,1.5675,1.9556,16.7493,1.1179,3.5143,18.5409
665,0.958,3.5049,13.7739,0.5741,2.5598,7.6786
666,1.1879,4.1062,18.2899,1.4221,3.9976,7.0243
667,1.6068,2.7668,3.2148,1.9528,4.3787,10.975
668,1.2231,0.2578,3.9381,1.6237,3.577,9.2318
669,1.3396,3.1327,5.417,1.2763,0.6,17.2466
670,1.7829,0.3714,5.2738,1.1783,0.1146,2.0931
671,1.2802,3.1201,6.5615,1.0306,1.0403,13.3456
672,4.5354,3.4566,11.7248,0.4894,1.0238,14.0952
673,0.8611,1.0691,1.0494,0.7612,0.9943,17.6622
674,2.8603,4.1148,7.9543,0.8721,2.5979,8.6078
675,2.3468,4.5643,5.3045,1.8947,2.6484,6.2526
676,4.9207,4.0841,12.3293,0.9086,3.6428,12.7179
677,1.0042,1.595,19.7108,1.2138,1.0872,14.636
678,2.2904,2.9746,10.5943,1.8526,0.554,3.8341
679,4.8626,4.5826,8.8009,1.085,3.3638,3.5842
680,4.3948,1.6713,7.6807,0.5778,2.4716,5.6403
681,4.1768,4.1181,15.8065,0.8239,3.365,5.3344
682,1.6606,0.1464,1.9036,0.8135,1.9656,15.1378
683,1.269,0.1179,19.2155,1.458,3.7789,10.8487
684,3.5089,3.8226,8.6494,0.6626,3.4447,11.1819
685,4.6822,3.8311,6.6172,1.4875,3.2867,0.7867
686,3.0054,3.966,19.4943,1.7896,0.2351,19.888
687,3.0723,4.6571,18.7496,0.7385,4.3048,16.6809
688,1.7599,0.6777,13.0177,0.3571,1.9454,9.1515
689,3.9627,1.2367,0.8609,1.3133,0.7645,1.8042
690,1.3417,4.5283,15.0964,0.7856,3.8024,14.0386
691,1.9566,0.9685,7.0434,1.1146,2.4837,10.9334
692,2.4145,3.4429,8.0715,1.3049,0.2568,13.712
693,2.7842,2.6993,3.5955,0.8747,3.9312,13.7128
694,1.5908,0.5076,10.7074,1.8569,2.2317,3.5173
695,1.0168,1.4978,15.0188,0.8593,3.7991,6.9118
696,3.2478,2.6498,5.8237,0.684,3.8024,0.8463
697,1.7988,4.2765,18.8053,1.7828,0.5897,19.6541
698,3.1156,3.5669,4.2974,0.359,3.1048,16.2261
699,1.1946,3.1472,1.7921,0.336,1.8647,18.6118
700,2.6651,2.5306,13.0651,1.8778,2.7774,1.3605
701,2.8967,1.5636,17.0617,0.497,0.5339,10.2568
702,0.7332,0.6843,19.0861,0.382,2.9821,15.075
703,2.0147,2.1045,15.4598,1.1168,3.9099,2.5222
704,1.1049,0.2397,4.3932,0.1889,4.9354,15.6532
705,0.7852,1.1342,19.5644,1.278,1.6694,13.1263
706,4.9548,2.2192,18.429,0.9606,0.8601,19.7066
707,1.9506,2.1512,3.6818,1.3168,1.8929,3.2469
708,4.1444,0.317,11.3963,0.6395,0.1946,12.7709
709,1.6459,2.9864,11.3326,1.8204,2.103,18.9691
710,3.5668,2.7935,9.1294,0.6141,4.5815,15.0016
711,3.921,0.4827,19.6935,1.3114,1.0523,7.0549
712,3.1804,4.7215,1.6626,1.8957,2.4408,2.8254
713,2.6221,0.587,12.7306,0.8615,2.9058,19.2934
714,2.3533,4.2887,4.5034,0.4067,0.9815,1.9021
715,2.0699,0.1015,10.783,0.2299,1.7175,19.5158
716,4.6829,4.4232,15.7049,1.9297,4.5657,6.4185
717,4.2378,0.1966,5.3112,1.551,1.5491,17.2761
718,4.8426,3.8133,8.1705,1.846,3.2133,11.3091
719,1.0593,1.8723,19.04,1.4278,0.7711,18.2955
720,3.7889,3.7173,15.3489,0.7507,3.3823,8.8191
721,4.7225,2.0686,11.6681,0.3337,1.4678,17.0712
722,1.3155,0.4474,4.8289,1.8657,1.2332,5.1485
723,0.7992,3.8608,8.7935,1.0303,0.7084,9.6015
724,3.835,0.4491,15.5942,0.8534,0.3294,17.0029
725,3.0851,4.6184,16.5006,1.1978,4.8425,2.8081
726,4.2882,0.3498,5.2698,0.3025,2.1281,14.7084
727,1.129,2.4487,13.4102,0.6875,3.9103,9.019
728,4.0787,3.6429,2.3526,1.312,4.6084,10.5077
729,1.4073,2.0269,0.9526,0.2902,1.0997,11.7911
730,1.2365,1.1644,11.1991,0.357,4.3623,5.8754
731,1.2392,3.8195,4.8754,1.0701,3.5693,2.3793
732,4.1656,3.943,2.0388,1.2846,2.9321,0.8639
733,3.4934,4.6212,14.7317,0.4553,4.0645,8.903
734,2.8538,1.9432,10.2105,0.1629,0.6423,5.743
735,2.1147,2.5806,16.0274,1.9209,1.3916,12.8421
736,4.4474,1.8793,13.4469,0.1522,0.7421,14.4608
737,2.266,1.3597,14.7312,0.1039,4.4903,10.323
738,4.1747,3.7801,6.4935,0.7143,0.5841,12.5697
739,2.4761,1.7643,5.6339,0.5227,4.9018,11.4345
740,2.1962,2.1979,12.2171,1.1898,0.6385,0.5893
741,2.5821,2.078,4.4016,1.799,3.3429,16.9132
742,1.8562,3.592,16.4005,1.0141,3.3364,1.6615
743,3.8642,4.5972,10.6969,1.5693,4.6631,8.5016
744,2.7622,3.3671,4.9263,1.8275,1.6833,2.6649
745,1.545,2.4108,12.6908,0.4599,1.7269,13.4151
746,4.5481,3.9181,18.9282,1.0278,4.2468,6.849
747,2.2275,3.2408,2.1008,1.3199,4.895,1.8875
748,2.946,0.397,2.6322,0.7306,0.2477,1.3844
749,4.5791,0.5688,16.9549,1.5055,3.2131,5.1243
750,3.3091,0.2858,2.6371,1.4401,1.2938,13.5117
751,1.026,2.3384,1.2678,0.9001,3.667,14.5053
752,4.7292,4.1467,7.2846,0.2671,3.8863,3.0044
753,3.3247,1.6341,9.6008,0.122,3.8364,3.2127
754,2.0071,1.9824,11.6042,0.8018,2.234,12.0679
755,1.1267,4.5564,10.3924,0.2559,0.8732,19.1667
756,4.0731,4.2008,18.3071,1.5851,2.9653,11.2818
757,3.2903,3.3587,15.489,0.7352,3.9663,14.379
758,2.9006,1.4073,19.6843,1.3656,4.5698,11.7206
759,4.5225,0.6735,9.7909,0.7581,2.318,2.5443
760,4.0487,0.1787,2.1444,1.6123,1.3038,18.956
761,1.1825,0.6244,19.1328,1.788,0.6822,1.9037
762,1.9027,1.5337,0.5802,1.6913,4.0082,15.3175
763,1.6182,2.8038,15.6339,1.0205,2.723,19.5974
764,3.8478,0.4136,1.11,0.2595,3.4035,6.7204
765,0.6509,0.7675,15.3437,0.8063,0.8803,3.8468
766,3.0645,0.9873,18.7898,0.9065,0.1322,11.5404
767,3.9311,3.1967,8.0906,1.9245,4.8411,16.0038
768,4.4454,3.1174,5.1988,1.1744,4.0734,19.0148
769,2.0394,2.7988,4.9124,1.3176,2.0601,14.0266
770,4.1957,1.3275,10.0885,1.5858,2.34,7.0495
771,0.9978,1.9185,3.8323,1.1796,4.6524,10.1398
772,4.309,0.5738,13.622,1.2371,1.1175,15.3434
773,1.0737,1.2097,7.6829,0.5661,4.0339,15.8647
774,2.2878,4.4988,6.8006,0.2118,0.1879,1.9515
775,4.0878,4.9005,9.4951,1.4706,4.391,12.4679
776,1.1746,3.2735,11.0805,1.7125,2.9875,19.3637
777,1.5316,4.5924,3.2676,0.8828,2.4401,15.8125
778,3.7501,3.2494,14.3014,1.1429,3.5616,0.6428
779,3.7402,0.2627,17.7175,0.6838,0.4315,4.8864
780,3.3852,4.9841,5.9207,0.9554,1.0582,9.1777
781,3.6228,0.5849,4.0176,0.4969,2.0942,14.2723
782,2.9423,3.4449,15.3299,1.5438,3.1275,11.3273
783,1.6331,1.3389,4.0791,1.0346,0.8083,2.0079
784,2.0556,2.0207,1.3045,1.1396,1.9595,14.8962
785,1.3172,3.2651,12.5752,0.1705,1.3784,16.8549
786,4.588,2.2388,5.1752,1.2826,3.2633,4.5123
787,3.1253,1.3277,3.8503,0.485,4.6045,1.8148
788,2.3038,1.7388,19.6413,0.8284,0.9133,15.9237
789,2.579,1.7736,6.1914,0.8842,1.0274,12.9887
790,4.7628,4.8007,18.1171,0.9526,3.0426,16.1683
791,1.1901,4.0132,3.9753,0.5321,2.3225,11.5486
792,3.138,2.3469,16.4701,1.7152,3.6187,8.8565
793,2.7765,1.0791,10.2894,0.9129,1.5106,19.28
794,3.2515,4.074,2.0326,1.2631,2.7696,15.7092
795,0.5815,0.8702,14.8053,1.2665,1.9955,8.5324
796,4.4246,1.1313,17.8954,1.2533,1.4782,18.1966
797,4.6945,1.8935,3.6788,1.1627,3.6736,19.8732
798,3.0431,4.4137,14.649,1.663,3.9999,6.5106
799,3.6349,0.7458,9.1785,1.644,1.7119,17.9033
800,4.6512,0.6989,15.2005,0.8926,3.1526,1.3853
801,3.6826,2.5205,14.4216,1.3081,0.9751,4.6798
802,1.1864,1.4544,1.0187,0.2954,3.9757,3.6378
803,3.0933,2.8868,3.9851,0.2725,1.4781,7.4536
804,3.2302,2.313,9.685,1.0118,0.9377,11.4711
805,2.4086,2.2313,18.7051,1.8104,4.7058,14.5396
806,3.814,0.6487,7.1704,1.335,2.1702,18.1047
807,4.7047,0.7911,12.763,1.3715,3.2531,3.5917
808,4.6651,4.1233,0.7356,0.3996,4.0651,11.7765
809,2.5288,4.4408,14.367,0.9613,3.4621,11.3165
810,1.0096,1.2499,12.2598,0.8615,2.8668,9.4402
811,4.9318,0.656,14.4502,1.5877,1.9209,14.0444
812,4.275,0.3617,18.1409,0.3619,4.6008,10.5105
813,1.061,3.0807,3.3567,1.1245,0.7544,11.2287
814,4.6438,3.6052,5.601,1.8316,4.4312,18.115
815,4.4145,1.9268,19.9177,1.7957,3.5783,17.2753
816,2.8348,3.4304,3.5475,1.7194,2.8999,11.758
817,3.1607,3.5935,14.5522,0.8125,1.6913,3.5461
818,2.2955,4.6832,14.639,1.8881,0.8156,19.1947
819,0.7464,0.4179,13.8184,1.6301,2.2715,12.6426
820,2.0084,1.0422,4.9351,1.7172,3.9404,16.2458
821,4.1128,0.4358,4.6951,1.8715,3.752,1.5729
822,0.5208,4.3532,13.4937,1.8803,3.2627,17.9881
823,2.0007,3.9837,4.1319,0.5561,4.9632,14.0232
824,2.2918,2.9157,13.4005,0.3426,4.8659,13.8658
825,2.9183,0.51,10.1043,1.4127,2.06,2.6472
826,4.6394,1.4392,8.0393,1.1701,1.0434,14.4008
827,2.0586,1.5588,6.3545,0.7221,2.3728,1.9944
828,2.0613,2.8476,18.9778,1.4005,4.2384,1.5886
829,3.8188,1.3644,10.4078,0.2178,2.347,6.8443
830,2.535,0.4575,11.4444,0.1897,1.7463,0.9518
831,1.5107,3.6807,19.0105,0.7732,3.732,3.6127
832,2.536,1.5655,13.2506,0.4683,3.2857,14.6595
833,1.1339,2.3166,19.1781,1.4653,4.8466,16.781
834,1.2937,0.7256,2.5742,1.9012,2.7914,4.0007
835,2.7427,4.0325,17.0095,1.3571,4.8406,16.5543
836,2.3852,2.8711,7.0406,1.3441,1.5256,9.8703
837,4.6168,4.5178,16.3045,0.1125,4.3376,19.1789
838,2.1308,2.5278,17.1849,1.0733,1.8195,3.2165
839,3.1126,4.713,5.794,1.6525,4.0674,1.5445
840,3.3452,4.4702,8.4722,1.3428,4.6373,16.9791
841,0.5589,2.9247,14.6573,0.5328,3.1536,7.5587
842,3.4859,4.6761,2.4316,1.7121,3.6699,9.4148
843,1.3012,1.6831,15.2329,1.9323,4.7973,10.48
844,4.8248,1.8916,2.6542,0.6301,1.9383,16.5908
845,1.169,0.3228,18.3319,0.4935,2.6068,1.982
846,2.3658,2.9871,5.8886,0.7432,4.5016,11.2469
847,0.8841,3.6374,11.7242,0.22,3.3968,8.8961
848,4.9859,3.8902,2.7845,1.7595,4.3806,7.1355
849,2.7599,0.8341,5.7551,1.8657,3.1294,7.2886
850,3.1792,2.2764,8.3771,1.3033,3.7247,18.6416
851,0.8018,0.9666,9.9975,1.5522,0.164,5.7282
852,3.8748,3.3444,0.5013,1.3704,1.7644,9.3651
853,1.4446,0.8739,17.8288,0.817,3.8751,10.1096
854,4.5412,4.5304,0.6497,1.3009,2.0796,14.5373
855,1.4231,1.2301,15.5868,1.689,1.8779,10.6202
856,1.3581,1.5279,9.6763,1.6388,4.7626,12.614
857,0.6645,4.2694,10.7157,0.254,2.8075,8.2772
858,2.6243,2.3465,4.5612,0.9789,1.0432,14.513
859,3.0418,0.2176,12.3437,0.8549,2.4139,9.5841
860,0.7957,2.5235,10.976,1.5288,2.6415,4.8429
861,3.9899,0.5143,3.7026,1.0526,4.9448,16.4301
862,2.5398,4.9282,5.1433,0.7644,3.6193,15.4263
863,2.8598,2.9817,1.8046,1.4421,2.6451,12.7361
864,2.4834,1.357,1.7925,0.9998,2.2168,10.678
865,2.3034,2.8622,0.7686,0.5876,4.5859,4.5657
866,3.0184,0.4766,4.7992,1.7918,3.2651,17.4329
867,1.1986,4.0195,13.7534,0.3148,1.8448,2.3953
868,1.3187,4.6341,6.6662,0.1344,2.3767,7.9721
869,4.378,4.3848,7.1833,0.3734,1.4628,17.1249
870,4.7575,1.7746,3.0722,0.4109,4.8061,12.1136
871,2.1799,1.6963,11.7217,1.1223,3.5395,9.0531
872,1.7184,0.2719,7.1718,1.2872,2.0223,15.9315
873,3.398,3.2919,13.6882,0.9524,0.9977,19.7955
874,2.3393,2.721,14.9585,0.4879,0.9674,4.1819
875,0.6142,2.3508,11.9015,0.3512,2.4409,1.4893
876,1.2027,4.5474,5.8834,1.0351,2.3911,9.5283
877,3.7219,0.9226,10.4179,1.1744,2.1472,6.1042
878,3.4652,0.1474,5.4127,0.6775,4.2738,13.5017
879,0.6219,0.4593,18.1068,0.5188,4.898,10.138
880,1.4989,1.1945,15.4445,0.2531,1.8386,10.2306
881,1.5398,0.2631,10.1136,0.1499,1.5436,7.4221
882,3.5235,2.5639,19.3264,0.3009,3.8735,4.6081
883,0.5887,1.639,11.1617,1.51,2.304,4.6624
884,0.9685,0.9844,6.9064,0.7536,1.1661,8.0459
885,4.0996,3.7754,2.3616,0.1521,0.9866,13.7958
886,1.3035,1.1018,11.103,1.0655,1.4748,7.0744
887,3.4374,3.4693,17.2781,1.1185,0.1065,6.8573
