ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm),S1,S2
386,4.19,4.86,2.7,1.69,4.68,8.5,18.345226,104.85488
387,3.94,4.12,9.69,0.21,0.24,6.19,10.999209,92.003784
388,1.31,1.43,9.6,0.61,0.51,2.05,11.100768,83.458435
389,3.99,2.41,1.1,1.32,2.6,4.51,18.550856,72.98689
390,2.16,0.23,9.85,0.39,2.02,3.17,10.819505,80.494995
391,4.69,4.64,2.79,1.1,2.49,3.97,17.500175,93.000626
392,3.86,1.68,0.67,0.99,1.45,5.17,18.919363,73.220436
393,4.83,4.14,2.31,0.23,0.54,6.85,17.270836,90.87348
394,3.14,4.64,6.95,1.17,0.23,9.22,13.995871,111.19889
395,0.79,0.41,6.38,1.81,4.41,1.66,14.927026,68.7283
396,0.72,3.0,9.31,0.13,0.49,2.24,11.590008,86.55231
397,2.6,3.0,1.2,1.25,4.25,3.88,18.574629,75.87148
398,3.26,1.1,9.56,0.68,0.84,2.77,11.257002,83.7697
399,1.71,3.77,7.53,1.03,2.04,9.6,14.953195,122.377716
400,4.64,4.81,4.1,0.5,0.71,7.09,16.003286,96.91961
401,4.61,4.65,7.66,1.03,0.56,9.63,13.7633705,113.542984
402,2.51,1.03,0.9,0.75,0.5,3.07,18.875454,68.15759
403,4.01,1.45,9.78,1.16,1.25,6.75,13.265654,111.34447
404,1.92,1.24,6.93,0.37,4.68,9.22,13.2874,94.54472
405,3.07,2.0,9.06,0.94,4.09,2.84,9.806165,74.22914
406,2.93,0.18,5.44,1.46,0.12,8.06,15.5732975,94.24234
407,3.63,3.93,7.35,0.84,3.44,3.25,9.687306,68.01105
408,3.31,2.23,3.99,1.95,2.07,1.49,16.819883,65.33828
409,4.26,3.79,4.35,1.28,0.33,4.63,17.360107,93.75976
410,4.55,3.42,2.14,1.32,4.31,3.16,17.36419,71.28899
411,1.12,0.58,4.57,0.41,3.43,7.92,16.330235,81.22177
412,3.42,4.95,8.19,1.3,4.7,8.32,8.495991,95.40436
413,1.16,2.07,5.44,1.1,0.55,4.96,16.201826,89.045746
414,4.14,2.34,7.65,1.31,0.2,8.32,15.013258,116.110016
415,2.06,1.18,6.49,1.93,1.77,4.99,14.847439,86.98192
416,3.62,2.68,5.93,0.36,1.48,5.42,16.23265,92.2377
417,1.48,2.12,5.02,1.97,4.87,3.63,15.969311,75.2354
418,4.97,2.18,2.54,1.72,0.34,1.88,16.848482,65.41761
419,3.95,2.91,0.77,1.67,2.91,7.49,17.875168,75.54283
420,3.63,0.73,8.85,0.7,1.6,7.45,13.614166,107.29129
421,1.49,1.47,1.55,0.55,3.47,3.48,19.967283,77.28947
422,2.1,1.34,2.71,0.95,3.28,2.65,18.875235,73.292175
423,3.97,4.05,8.2,0.33,2.09,2.06,10.757929,73.63247
424,0.93,1.21,1.74,1.24,4.75,6.63,20.089998,86.68266
425,3.19,3.97,4.25,1.56,2.63,3.29,16.636618,78.57805
426,2.52,4.48,2.83,1.66,4.95,2.85,16.902245,75.227104
427,4.04,2.63,8.64,0.74,4.11,4.16,10.075201,79.48645
428,2.59,2.97,9.15,1.42,3.27,2.95,8.772125,75.23164
429,0.75,0.18,6.99,0.74,1.63,8.4,14.463997,99.22621
430,1.51,2.62,8.78,1.73,3.99,2.38,9.210371,73.58172
431,3.32,0.59,0.91,0.69,1.21,9.6,18.601702,80.74594
432,3.73,4.98,5.33,0.38,4.67,5.11,11.015955,75.507324
433,3.7,4.02,5.17,1.72,2.26,9.15,15.988481,113.06413
434,0.68,1.36,8.02,0.36,2.63,2.82,12.017752,73.5235
435,3.14,3.14,9.57,1.61,0.5,1.41,11.986912,90.41879
436,3.27,4.09,0.89,0.97,4.25,2.66,17.095963,67.58455
437,1.04,1.6,2.67,0.19,3.1,9.15,17.066341,80.00023
438,4.73,2.03,5.92,0.36,4.1,5.01,14.980139,76.36537
439,4.44,2.25,9.95,1.1,0.66,7.09,12.918542,111.150246
440,2.76,1.36,8.06,0.88,4.0,4.0,11.93034,76.4548
441,2.1,3.34,4.61,1.82,1.77,7.1,17.913317,101.724594
442,1.63,3.59,9.07,1.12,0.57,4.64,11.769835,90.56651
443,4.33,1.02,4.34,0.72,0.1,1.78,15.909344,67.105835
444,1.6,0.3,2.65,1.74,1.78,0.79,18.628649,67.1554
445,1.58,0.21,8.55,1.88,1.8,1.37,11.856867,71.09726
446,3.86,4.89,0.51,1.44,0.26,7.35,17.796677,101.28003
447,1.73,3.44,5.71,1.89,0.12,0.56,18.842762,105.72488
448,4.23,4.55,0.64,1.38,1.53,7.29,17.444857,90.90903
449,3.71,4.2,8.7,1.47,4.2,5.54,8.012831,82.7909
450,4.56,4.67,5.4,1.35,2.34,9.4,14.952647,107.54393
451,4.8,0.11,6.87,0.59,2.44,6.54,14.351886,84.43416
452,0.96,1.87,3.77,0.14,0.46,2.38,16.552591,68.26239
453,3.81,0.14,8.25,1.13,1.47,2.41,12.627228,75.67769
454,3.09,0.1,2.87,0.87,3.56,1.71,20.438667,79.38719
455,1.62,1.03,4.81,1.88,0.64,7.67,16.112785,91.828705
456,3.13,1.73,1.3,1.92,0.58,6.49,17.782923,72.78914
457,1.0,4.57,8.41,1.13,3.72,4.87,6.8325515,73.42901
458,3.86,1.21,7.9,1.77,4.49,4.57,12.491705,79.488556
459,2.64,3.7,8.84,0.86,0.12,5.63,12.523348,96.03491
460,0.87,3.3,2.99,0.86,2.54,6.11,17.598816,79.66589
461,0.99,3.73,9.8,1.9,3.92,0.71,4.0384545,52.70422
462,3.3,4.15,9.96,1.97,1.55,8.18,12.315751,113.249275
463,1.03,4.82,6.97,0.99,2.95,6.43,10.315878,84.047195
464,0.85,4.9,8.9,1.78,2.28,9.49,12.202343,118.33398
465,2.95,4.9,8.9,1.74,1.85,4.85,8.946928,75.51647
466,1.29,4.9,3.94,0.5,2.59,3.35,16.56886,89.62755
467,0.71,0.38,7.96,1.01,4.75,5.67,12.655165,82.70145
468,4.64,4.6,7.2,1.04,4.0,0.77,6.4390235,52.010788
469,4.54,1.24,3.39,0.42,2.91,7.15,17.25969,78.85448
470,3.41,2.38,3.58,1.84,4.23,1.41,17.722757,73.05311
471,2.63,0.16,6.35,0.94,0.98,1.05,14.390048,65.38207
472,2.93,3.07,6.88,0.5,2.08,7.04,14.587463,101.32497
473,1.82,0.52,4.33,0.55,0.78,5.45,16.37745,75.20757
474,0.91,4.18,7.78,1.74,1.98,3.75,11.4874525,77.378296
475,1.93,4.61,3.77,0.43,3.46,8.57,17.1789,102.07176
476,4.63,1.3,0.86,0.44,2.32,1.87,20.16669,74.411354
477,4.41,2.71,6.37,0.25,1.85,8.8,15.215513,107.00772
478,3.09,2.0,1.93,1.8,4.55,3.11,19.854437,81.20378
479,4.0,2.49,5.92,1.78,0.57,1.52,15.917505,84.60845
480,3.39,4.14,3.19,1.67,2.7,2.6,17.09651,79.19847
481,3.39,1.61,1.73,1.91,4.56,5.89,19.898973,85.50952
482,2.41,1.14,0.54,0.16,1.78,8.64,19.00633,78.95174
483,3.82,3.79,4.95,1.67,3.52,9.52,15.581695,107.59804
484,4.96,4.17,4.05,1.31,1.02,3.83,17.66721,95.73174
485,1.3,3.28,4.5,0.57,4.29,0.9,14.848165,61.58795
486,3.18,3.27,7.92,0.5,1.55,1.15,13.553587,85.05357
487,1.71,3.05,4.55,0.87,3.15,1.87,16.317492,65.671326
488,1.68,0.79,0.98,1.23,0.87,7.39,18.528938,75.002014
489,1.06,2.53,0.75,0.33,3.44,9.73,17.695843,78.82251
490,1.74,4.03,5.08,0.88,2.49,5.64,16.604534,89.36077
491,1.33,3.15,6.26,0.82,0.64,9.51,16.289328,120.92445
492,2.48,1.26,3.05,0.1,3.76,2.47,19.089224,75.59552
493,1.08,4.84,7.12,0.41,0.72,9.42,13.648333,111.03882
494,1.48,2.46,7.26,1.02,0.67,7.76,15.086948,113.14062
495,2.77,1.39,2.05,0.8,3.76,6.11,19.302015,81.64549
496,3.32,1.12,7.11,1.61,0.7,7.12,14.620151,103.000595
497,1.37,3.56,5.39,0.67,2.38,3.21,16.356993,81.42242
498,4.11,3.81,3.67,1.23,0.98,3.04,17.699133,89.08743
499,1.54,4.2,6.28,1.5,1.1,9.89,15.752295,123.26613
500,2.51,1.4,4.36,1.02,4.03,5.43,16.852886,77.39163
501,3.96,4.62,2.19,0.51,1.62,2.0,18.392477,97.60164
502,4.82,4.53,3.94,1.08,0.61,5.52,17.137356,98.06649
503,4.92,3.05,5.14,0.4,0.13,3.17,16.801277,91.19142
504,3.09,1.24,1.44,1.28,0.85,7.39,17.895784,74.72488
505,3.16,4.13,0.69,0.39,1.4,2.63,17.311512,79.661224
506,2.58,0.41,6.95,1.41,4.0,3.08,14.09938,72.07881
507,3.62,3.15,3.69,0.51,3.23,1.9,16.435148,64.00295
508,1.76,0.57,8.63,0.46,2.72,7.8,13.400873,104.258835
509,4.93,4.77,7.52,1.14,0.97,0.78,14.833805,98.12071
510,4.35,3.77,0.79,0.56,4.14,3.67,17.306871,67.82457
511,4.43,2.06,5.0,1.63,1.44,1.73,16.073656,70.80978
512,1.39,2.79,7.73,1.84,0.8,6.23,13.891697,104.465645
513,2.86,4.89,6.13,1.75,4.42,8.95,12.502975,103.34863
514,1.63,3.56,7.13,1.74,4.72,3.62,9.847582,74.37474
515,4.14,3.42,4.77,1.73,4.95,8.03,14.701891,84.88136
516,3.78,3.29,1.74,0.79,1.99,9.44,18.008028,90.233246
517,4.37,4.88,6.28,0.31,2.92,3.39,11.328646,72.28775
518,4.41,1.91,3.66,1.19,1.06,4.41,17.06479,74.76721
519,2.1,4.85,9.65,1.85,2.83,6.77,8.32051,91.86332
520,1.97,0.21,8.9,0.14,0.48,3.71,12.186047,86.075226
521,1.46,0.62,0.99,0.28,1.8,3.03,20.11894,73.55318
522,1.61,0.9,1.99,0.44,2.67,6.96,18.69015,78.45386
523,3.08,1.27,7.93,0.25,0.4,0.77,12.9576435,76.94532
524,4.44,2.61,9.43,1.53,3.27,1.48,8.651898,68.041016
525,1.4,1.81,6.46,0.77,2.63,6.69,14.634852,92.219444
526,2.13,3.77,5.23,1.66,1.97,1.43,17.543066,90.92029
527,2.25,0.42,3.34,1.95,4.92,2.42,20.227823,84.36597
528,4.28,2.32,5.85,1.48,4.65,1.06,14.874508,69.89987
529,1.91,4.76,3.15,1.25,1.6,8.1,16.881517,98.99841
530,1.95,0.26,5.26,0.27,3.25,3.45,16.434671,71.586044
531,1.25,0.71,3.85,0.36,4.91,1.19,19.387413,79.31385
532,4.39,3.17,8.91,1.43,3.92,4.14,9.260745,80.18686
533,4.66,0.77,2.71,1.85,5.0,2.97,20.758394,87.219055
534,3.9,4.86,2.58,1.82,1.7,1.11,18.711615,102.81038
535,4.97,0.16,8.77,0.83,4.3,8.39,12.968961,98.76773
536,2.1,4.63,4.09,0.86,4.6,3.35,14.112776,72.48036
537,4.46,3.45,6.41,1.66,3.52,7.26,14.613703,99.9536
538,1.41,3.95,1.45,0.5,3.02,9.36,18.105787,92.803215
539,0.79,2.02,9.62,0.23,2.59,3.59,9.9868145,82.615616
540,4.39,0.2,2.19,0.59,3.43,3.98,20.787722,83.23604
541,3.85,2.22,3.32,0.55,0.79,8.55,17.009275,90.09564
542,0.59,1.95,6.55,0.62,4.01,3.39,13.503624,69.53328
543,4.25,3.01,2.27,0.29,3.34,9.97,17.250689,85.52659
544,3.34,4.51,5.02,0.68,3.76,3.55,12.721375,70.26601
545,4.73,2.65,1.14,1.47,1.22,7.85,17.90413,79.83421
546,3.08,2.72,6.05,1.78,1.79,0.67,15.645872,77.69603
547,2.05,0.56,9.33,1.75,3.82,2.95,10.95415,76.6364
548,3.9,4.08,9.67,0.89,4.98,9.02,8.525948,104.089966
549,4.38,2.32,9.63,0.94,4.82,8.65,11.698695,110.47215
550,2.62,3.0,7.24,1.23,1.38,4.23,13.804509,88.3239
551,1.48,3.12,2.29,1.46,1.22,5.3,17.794119,76.5058
552,2.19,2.49,5.57,0.95,4.77,6.87,14.283293,81.324844
553,3.2,1.39,7.12,1.72,3.62,4.97,13.665379,82.40985
554,2.97,1.48,2.68,0.91,2.52,2.47,18.325308,69.57822
555,3.5,3.73,9.71,1.17,0.37,7.86,12.498101,109.63507
556,2.18,2.84,8.18,1.36,4.93,3.04,8.987827,72.65514
557,3.55,1.26,3.21,0.45,4.29,2.61,19.366064,79.59886
558,2.88,3.19,6.72,1.08,0.97,2.33,15.99859,93.960335
559,3.08,1.38,3.12,0.75,0.58,5.49,17.097563,73.563034
560,1.01,1.96,4.26,1.21,2.58,7.06,16.663841,83.22443
561,1.51,2.93,0.91,1.35,1.77,4.67,17.366957,67.076996
562,3.83,0.68,7.73,1.37,0.51,3.59,13.450846,85.45598
563,4.71,3.54,3.13,1.16,0.95,3.29,17.109713,79.57144
564,3.38,2.75,6.9,0.67,4.47,2.42,12.087776,68.3925
565,2.72,2.01,3.4,0.6,4.55,6.83,17.577467,82.08415
566,4.58,0.49,6.16,0.69,2.64,6.36,14.886914,81.72673
567,4.38,2.69,1.13,1.18,4.58,2.38,19.399776,77.72791
568,2.15,2.93,3.22,1.21,2.46,2.51,17.081001,65.8144
569,4.92,4.54,9.38,1.66,0.13,7.16,11.593145,97.7487
570,4.7,0.27,9.59,0.26,1.83,1.79,10.817202,72.276306
571,1.56,3.38,9.28,1.14,4.89,7.9,9.346061,102.16388
572,3.09,1.41,5.22,0.36,4.12,2.29,16.488035,71.70682
573,1.96,1.93,1.43,0.13,2.29,3.47,18.623537,69.90645
574,2.19,2.34,1.17,0.29,3.24,4.49,18.954056,74.641464
575,4.77,3.06,6.1,1.21,1.59,4.5,15.855406,89.11816
576,1.42,2.36,4.89,0.26,4.95,6.85,15.3373575,80.23132
577,2.22,3.17,6.53,1.9,4.55,7.49,12.801858,95.46913
578,0.7,1.51,8.01,0.56,2.14,4.5,12.552326,86.01552
579,1.52,2.13,3.01,0.3,3.18,8.52,16.819235,79.43935
580,4.75,2.19,7.47,1.31,3.11,1.96,13.163748,72.542534
581,1.94,2.26,5.36,1.51,4.52,4.25,15.392231,74.48654
582,4.47,4.55,3.54,0.97,4.76,6.33,18.396313,97.107124
583,2.48,3.62,3.48,1.85,1.55,3.33,17.267914,77.90326
584,4.63,4.48,0.57,0.88,0.78,1.89,18.661955,94.90538
585,2.88,1.23,8.1,1.61,3.07,6.18,13.1447735,94.79257
586,4.1,0.36,9.6,0.25,4.19,4.39,11.008657,80.497116
587,0.99,3.02,3.12,1.09,0.39,7.41,17.74385,92.59308
588,3.13,0.17,8.51,0.32,3.81,8.34,13.1326275,99.057144
589,1.87,0.62,3.19,0.18,3.62,6.56,18.442644,80.82385
590,4.62,4.22,3.81,0.45,0.63,5.11,17.485243,95.89119
591,0.82,4.52,8.01,1.85,3.81,1.16,5.187715,50.300766
592,0.61,0.27,4.71,1.59,1.23,9.76,15.776161,93.1316
593,2.95,0.4,7.43,0.48,2.92,1.11,13.164534,62.7435
594,2.45,1.23,6.49,0.54,2.15,5.88,14.718714,86.79144
595,4.75,3.66,4.08,1.97,2.09,4.17,17.774904,83.706985
596,3.92,0.82,5.82,1.6,2.65,0.75,15.194622,63.458572
597,1.6,0.74,0.63,1.0,4.46,2.03,22.644238,86.35229
598,4.73,0.34,3.88,0.9,4.89,6.48,18.876902,88.320885
599,0.71,4.27,9.7,0.4,4.22,1.56,3.2378492,53.480377
600,0.62,4.43,8.63,1.86,4.69,6.72,7.7246614,90.17587
601,1.7,4.5,8.75,1.21,0.9,8.53,12.78615,110.9402
602,3.05,1.2,5.89,1.64,0.6,1.96,15.067194,74.221115
603,2.92,4.14,8.66,1.77,2.1,7.62,12.447527,106.369965
604,4.64,4.19,9.77,0.84,1.65,6.23,9.415297,86.860695
605,1.76,2.47,6.33,0.32,3.17,1.01,14.217503,64.414734
606,1.02,3.55,3.08,1.49,3.76,3.05,16.600441,67.62883
607,2.77,0.46,1.52,1.91,4.08,9.22,19.990068,90.01796
608,4.05,0.56,2.62,0.14,4.49,6.86,19.94406,88.717766
609,2.29,4.96,4.6,1.24,4.6,3.3,11.940905,70.277985
610,1.22,4.39,6.29,0.47,2.81,9.51,13.963257,110.739716
611,4.15,1.62,7.61,1.3,0.47,9.89,15.83045,125.38968
612,2.03,4.8,8.76,0.77,1.32,6.13,9.840639,82.70377
613,2.31,3.51,5.9,1.23,4.66,9.08,12.7404175,97.812965
614,3.88,4.51,2.8,1.79,2.65,9.34,18.161875,107.10954
615,3.38,3.21,0.62,1.93,3.97,2.13,17.87282,67.710945
616,0.8,1.27,6.98,1.98,3.59,4.15,13.573415,77.024994
617,3.4,2.03,7.81,0.93,2.28,4.64,13.195358,88.50015
618,0.67,3.58,5.2,0.73,4.46,7.03,14.151083,85.00876
619,1.71,0.74,2.93,0.24,4.83,7.22,19.319609,87.89022
620,4.64,2.63,3.36,1.52,3.39,3.53,17.429262,73.201965
621,4.29,1.21,3.85,0.23,0.2,9.87,16.110126,92.7184
622,2.45,1.23,2.85,0.2,4.8,8.37,18.61528,87.59852
623,4.35,2.31,9.67,1.73,0.85,8.11,14.117832,121.047775
624,4.95,3.45,6.11,0.78,0.8,4.99,15.369856,91.87953
625,4.7,3.23,2.17,1.6,0.28,7.23,18.023748,89.40463
626,0.83,2.2,8.84,0.74,2.09,6.55,12.8946,105.682365
627,3.37,2.44,9.31,1.42,4.27,4.54,9.918456,86.11632
628,2.4,1.91,7.32,0.45,1.12,4.15,13.958163,87.69423
629,1.53,4.54,5.82,1.89,3.2,6.43,13.395493,91.01294
630,4.64,2.87,1.72,1.53,1.32,8.42,17.923532,85.68108
631,3.14,4.07,7.76,1.84,3.05,2.81,9.330149,66.45161
632,3.82,4.66,2.83,1.76,3.7,1.56,17.171003,85.71846
633,2.31,3.42,8.18,0.36,0.87,1.33,13.999033,91.85629
634,3.67,1.34,7.65,0.67,0.38,6.4,14.039302,100.816925
635,4.49,0.75,3.51,1.63,2.13,5.32,17.38894,75.36941
636,3.21,3.6,6.96,0.43,4.11,2.07,9.340095,61.57886
637,1.4,3.44,1.37,0.45,1.99,2.08,16.288195,60.70838
638,4.79,3.3,6.9,0.89,1.5,5.09,14.321938,89.77459
639,3.11,1.38,1.64,0.92,1.26,1.48,18.483301,65.90582
640,4.97,2.32,9.72,0.27,4.13,0.93,7.267928,61.59
641,3.95,0.47,3.27,0.3,1.45,2.95,17.810411,68.949905
642,2.13,2.66,7.67,0.68,3.78,9.44,13.765179,113.11131
643,2.44,0.99,3.98,0.23,2.2,4.15,17.017714,70.306496
644,1.42,1.35,3.7,0.55,0.73,1.07,16.398531,61.49943
645,3.12,3.22,4.36,1.39,2.34,1.05,16.2715,68.8009
646,2.21,1.6,1.38,0.39,2.28,5.61,18.80016,74.19266
647,2.01,3.33,1.03,0.41,2.5,8.87,17.649298,80.40086
648,0.51,2.86,3.08,0.29,1.24,9.42,16.962202,94.47651
649,3.38,1.16,1.97,1.26,1.12,6.43,17.858938,73.76723
650,3.33,3.78,6.06,0.98,0.21,1.93,18.379347,108.14646
651,4.12,2.75,8.4,1.41,1.84,8.37,14.2030735,115.88289
652,1.66,2.46,6.58,1.82,4.25,6.59,13.503027,89.718414
653,2.09,4.13,9.32,1.11,1.51,6.76,10.814772,95.932144
654,3.85,2.13,3.31,1.54,2.54,2.46,17.381395,67.546036
655,1.99,1.44,6.24,0.18,2.77,4.72,14.776854,77.761955
656,0.96,3.33,6.7,0.96,1.66,7.02,14.815861,103.69413
657,2.5,4.08,4.94,1.61,4.98,9.92,13.627956,101.87248
658,1.32,4.95,8.01,0.65,4.22,9.57,9.334851,103.07247
659,4.77,2.41,1.78,1.72,1.01,6.72,17.807238,77.99774
660,2.68,4.38,6.68,1.53,2.63,1.58,12.590765,75.19908
661,3.4,4.29,4.02,0.2,0.35,3.98,18.151865,101.19269
662,2.55,0.32,7.13,0.94,3.34,3.2,13.802826,71.37455
663,0.93,0.21,4.32,1.78,3.86,1.05,18.227192,72.49245
664,0.65,4.91,3.51,1.07,3.78,2.78,15.079475,76.5638
665,3.71,4.84,2.06,1.95,1.29,3.65,18.410662,100.77892
666,2.83,0.95,5.81,0.53,1.98,0.92,14.799387,61.350407
667,0.86,2.52,1.26,1.34,4.51,8.24,18.242594,81.37341
668,1.77,1.42,1.58,1.48,4.94,4.43,20.80924,86.175674
669,3.18,1.18,2.2,0.13,1.44,3.81,18.353542,69.57825
670,4.27,2.23,1.91,1.84,1.53,4.83,17.812483,71.55701
671,1.28,2.96,9.32,1.06,1.66,8.4,13.763571,120.8869
672,1.63,1.62,6.5,1.91,3.6,6.76,14.225641,89.73508
673,1.94,2.82,3.6,1.16,4.18,2.36,17.107042,71.194885
674,1.62,3.42,5.14,0.35,2.1,3.81,16.922453,83.28998
675,1.97,2.18,8.22,1.44,0.61,5.75,13.580441,102.60341
676,1.87,2.39,2.15,0.84,2.87,1.44,17.79149,65.513565
677,3.28,4.4,9.88,0.4,0.39,4.43,10.745348,88.88329
678,1.72,1.95,2.27,1.53,0.73,4.31,17.380148,68.35207
679,2.67,3.2,5.17,1.25,2.76,0.76,15.623272,67.96497
680,3.85,3.82,9.87,1.31,3.91,9.38,11.253485,116.827705
681,1.88,0.88,4.37,1.08,3.61,9.77,16.069029,86.95183
682,2.81,1.87,6.13,1.75,3.77,2.77,14.828991,71.149895
683,0.57,1.75,4.22,0.99,0.39,9.01,16.461008,97.25098
684,4.87,4.54,5.94,1.75,3.14,7.42,14.487137,97.872734
685,2.8,1.46,5.47,1.91,1.49,3.91,15.96925,79.958984
686,1.88,2.45,1.48,1.26,1.56,3.44,17.603987,65.71902
687,4.56,1.26,2.61,0.36,0.34,3.44,17.294779,66.84
688,4.87,3.87,8.56,1.07,1.62,2.64,11.276464,79.85104
689,3.56,0.55,1.77,0.46,2.5,6.4,19.527273,80.30411
690,0.9,4.15,3.2,0.71,1.56,9.01,17.628712,104.79788
691,1.82,4.8,9.57,0.65,1.71,7.2,9.249973,91.71881
692,2.52,4.8,5.17,1.23,3.82,3.18,11.625685,67.64837
693,4.27,2.03,2.92,0.32,1.83,9.87,16.774591,87.2341
694,4.05,0.5,3.38,0.59,4.48,2.71,20.05844,83.43207
695,2.23,3.01,0.6,0.25,1.73,3.52,17.095787,63.267822
696,4.76,1.19,6.59,0.19,3.61,9.58,14.145575,95.957306
697,4.06,4.45,5.1,1.38,1.04,6.71,15.163395,91.22629
698,4.58,4.45,1.86,1.78,0.24,5.07,17.91228,96.61723
699,2.53,2.63,2.53,1.18,2.74,1.39,17.24743,63.697998
700,3.82,4.3,4.02,1.29,1.23,6.29,16.970993,92.18414
701,2.05,4.97,5.97,1.79,1.7,7.5,13.207636,94.88614
702,1.82,0.98,8.36,1.11,1.97,0.51,11.567001,66.5141
703,0.72,2.54,3.26,0.89,3.29,6.2,16.983437,74.86635
704,1.43,4.03,7.88,0.1,4.05,2.78,6.402624,58.700027
705,2.75,3.66,2.4,1.84,3.26,7.2,18.153534,84.72789
706,4.2,2.88,1.54,0.28,1.42,2.59,17.039244,63.37316
707,4.61,4.95,7.97,0.71,1.24,4.06,12.155731,87.06538
708,1.62,1.16,4.88,0.87,1.27,0.92,15.599188,61.697468
709,3.05,2.33,3.83,0.99,0.96,7.43,17.118902,89.558136
710,1.3,2.21,9.01,0.63,0.79,8.09,14.463483,120.4617
711,3.71,4.53,0.95,2.0,4.73,7.9,19.107061,94.27916
712,3.17,1.86,6.17,1.2,3.61,1.05,14.471626,63.91481
713,2.09,0.8,7.29,1.94,4.56,0.88,13.323278,66.11868
714,2.87,3.72,7.97,0.17,3.87,6.01,9.585114,83.287994
715,0.91,4.1,9.06,1.29,0.28,6.13,11.896849,95.92549
716,3.76,2.64,9.86,0.83,4.08,2.18,7.161389,69.20816
717,3.78,0.46,2.88,1.88,2.48,4.87,18.583326,76.60257
718,2.02,1.93,6.21,0.37,3.11,2.94,14.814907,70.690475
719,3.76,1.93,4.38,0.86,4.57,1.94,17.61276,76.47995
720,1.13,1.7,4.46,0.31,4.1,4.5,16.697355,74.295364
721,0.61,4.85,6.92,0.3,4.96,7.23,8.210207,83.768326
722,2.39,0.5,3.97,1.86,1.59,3.59,16.98932,70.233246
723,4.15,4.16,1.27,1.04,3.88,4.15,17.936445,76.82995
724,1.72,3.56,2.41,0.72,2.27,5.54,17.985258,78.479004
725,4.88,4.01,8.22,0.34,2.94,9.99,13.256378,116.662766
726,2.44,1.11,9.99,1.57,3.51,1.44,9.442098,71.20166
727,0.5,2.66,3.0,1.44,4.08,6.41,16.958883,75.938705
728,4.15,3.21,9.68,0.97,3.82,4.81,8.422733,83.05786
729,4.28,3.22,5.7,1.96,2.09,1.31,16.236078,81.43802
730,2.34,0.68,2.27,0.36,0.74,5.37,17.917967,71.261734
731,1.52,0.96,4.55,1.95,4.68,3.85,17.499153,78.706665
732,5.0,0.65,1.91,1.01,3.5,7.86,19.67247,86.60756
733,2.39,0.71,8.35,1.39,3.3,8.88,13.978483,109.89383
734,3.99,0.37,7.04,0.45,3.35,1.68,14.107296,66.56312
735,4.56,1.33,1.85,0.15,0.54,2.62,17.869501,65.66669
736,3.46,0.44,2.59,0.34,0.22,5.94,17.4765,72.70621
737,4.76,2.74,2.14,0.18,3.82,6.16,17.927206,77.55558
738,3.69,3.73,3.8,1.96,4.54,7.07,16.737238,83.82942
739,3.75,3.2,8.08,1.03,1.81,5.38,12.380901,90.3327
740,3.15,3.77,8.81,1.61,4.87,0.8,5.409594,59.632812
741,2.58,2.55,7.46,1.64,4.0,2.77,12.282278,74.8419
742,2.16,4.47,6.16,0.59,3.07,9.04,13.660318,106.83136
743,4.75,1.42,9.73,0.4,1.06,9.36,14.745432,127.15103
744,2.67,0.81,9.44,0.88,3.67,1.48,10.017258,67.126816
745,2.61,0.33,7.39,1.19,2.31,6.39,13.861887,90.47502
746,4.63,0.29,1.99,1.23,3.42,9.35,19.404325,88.44742
747,1.41,0.48,8.98,0.31,0.39,0.67,11.427807,73.68196
748,2.08,0.74,4.36,1.03,3.55,9.21,16.2958,85.3811
749,2.16,4.77,9.53,1.09,3.56,3.56,4.477786,62.79166
750,2.48,2.88,6.66,0.79,1.94,5.13,15.304314,93.409134
751,3.31,3.09,1.58,0.79,4.21,3.96,18.157106,74.81593
752,4.7,5.0,4.36,0.99,1.49,7.41,15.407814,95.125275
753,1.66,1.42,9.72,0.95,2.49,8.16,13.851496,120.26863
754,1.91,4.64,5.69,1.18,2.83,7.08,13.506692,92.01068
755,3.63,2.98,2.37,0.37,2.71,7.79,17.62417,80.13924
756,0.6,0.89,7.25,0.6,3.45,4.4,13.171457,75.35486
757,3.53,4.08,2.93,1.26,0.54,1.38,18.704569,96.59584
758,1.14,3.44,5.16,0.87,4.85,8.4,13.275682,86.87341
759,2.3,4.65,0.77,1.71,1.3,2.58,18.142351,91.761566
760,4.53,2.18,2.57,1.8,2.52,5.36,17.709196,74.62254
761,1.59,0.69,9.47,1.2,1.33,2.45,11.05724,80.83749
762,4.02,2.59,8.33,0.76,0.8,1.95,12.881714,85.92134
763,3.3,1.27,7.83,0.13,2.05,9.65,14.539501,114.20796
764,3.23,0.99,1.71,1.21,0.66,1.05,18.380312,64.93987
765,1.06,0.64,8.39,1.79,2.97,4.5,12.472641,85.57792
766,3.72,3.16,6.23,1.76,2.34,7.65,15.634647,106.59287
767,3.42,4.09,4.48,0.64,2.81,2.52,16.8311,84.518524
768,3.41,0.89,0.57,0.68,3.12,8.71,20.249758,86.07587
769,3.0,4.44,4.28,0.29,2.26,5.88,16.542948,88.653336
770,1.89,4.4,8.98,1.42,3.67,5.73,7.5751987,83.04556
771,1.54,0.28,3.8,0.44,4.24,8.55,17.842875,86.06279
772,3.52,0.21,1.69,0.25,1.6,6.81,19.20373,78.42021
